LineNo,UTC_Approx,TimeUS,I,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOX,MOY,MOZ,Health,S
10683,2023-01-20 11:09:13.680021,187994432,0,-226,-422,654,-236,6,-63,0,0,0,1,187994429
10713,2023-01-20 11:09:13.780041,188094428,0,-226,-409,662,-236,6,-63,0,0,0,1,188094425
10748,2023-01-20 11:09:13.880113,188194491,0,-230,-417,672,-236,6,-63,0,0,0,1,188194487
10780,2023-01-20 11:09:13.980100,188294474,0,-248,-403,698,-236,6,-63,0,0,0,1,188294470
10813,2023-01-20 11:09:14.080037,188394418,0,-239,-391,702,-236,6,-63,0,0,0,1,188394415
10844,2023-01-20 11:09:14.180058,188494450,0,-246,-391,700,-236,6,-63,0,0,0,1,188494446
10878,2023-01-20 11:09:14.280092,188594479,0,-245,-393,705,-236,6,-63,0,0,0,1,188594475
10910,2023-01-20 11:09:14.380049,188694427,0,-260,-403,697,-236,6,-63,0,0,0,1,188694424
10945,2023-01-20 11:09:14.480052,188794451,0,-254,-406,711,-236,6,-63,0,0,0,1,188794447
10975,2023-01-20 11:09:14.580010,188894438,0,-248,-400,710,-236,6,-63,0,0,0,1,188894431
11008,2023-01-20 11:09:14.680005,188994415,0,-230,-402,722,-236,6,-63,0,0,0,1,188994411
11038,2023-01-20 11:09:14.780058,189094437,0,-235,-411,727,-236,6,-63,0,0,0,1,189094434
11073,2023-01-20 11:09:14.880059,189194449,0,-240,-418,722,-236,6,-63,0,0,0,1,189194445
11105,2023-01-20 11:09:14.980030,189294440,0,-234,-408,683,-236,6,-63,0,0,0,1,189294437
11138,2023-01-20 11:09:15.080022,189394428,0,-258,-422,728,-236,6,-63,0,0,0,1,189394424
11169,2023-01-20 11:09:15.180041,189494436,0,-273,-426,739,-236,6,-63,0,0,0,1,189494432
11203,2023-01-20 11:09:15.280064,189594442,0,-246,-411,712,-236,6,-63,0,0,0,1,189594438
11236,2023-01-20 11:09:15.380054,189694414,0,-236,-428,699,-236,6,-63,0,0,0,1,189694410
11271,2023-01-20 11:09:15.480070,189794464,0,-252,-432,710,-236,6,-63,0,0,0,1,189794461
11303,2023-01-20 11:09:15.579976,189894417,0,-260,-428,721,-236,6,-63,0,0,0,1,189894414
11336,2023-01-20 11:09:15.679989,189994403,0,-272,-433,716,-236,6,-63,0,0,0,1,189994399
11366,2023-01-20 11:09:15.780034,190094404,0,-271,-425,710,-236,6,-63,0,0,0,1,190094401
11401,2023-01-20 11:09:15.880114,190194475,0,-278,-440,718,-236,6,-63,0,0,0,1,190194471
11433,2023-01-20 11:09:15.980064,190294425,0,-290,-443,726,-236,6,-63,0,0,0,1,190294421
11466,2023-01-20 11:09:16.080089,190394453,0,-297,-446,720,-236,6,-63,0,0,0,1,190394450
11497,2023-01-20 11:09:16.180056,190494423,0,-295,-449,719,-236,6,-63,0,0,0,1,190494416
11531,2023-01-20 11:09:16.280044,190594411,0,-286,-445,717,-236,6,-63,0,0,0,1,190594407
11561,2023-01-20 11:09:16.380043,190694408,0,-295,-454,736,-236,6,-63,0,0,0,1,190694404
11596,2023-01-20 11:09:16.480040,190794419,0,-285,-450,704,-236,6,-63,0,0,0,1,190794415
11626,2023-01-20 11:09:16.580009,190894406,0,-257,-458,685,-236,6,-63,0,0,0,1,190894402
11659,2023-01-20 11:09:16.680022,190994411,0,-235,-457,668,-236,6,-63,0,0,0,1,190994408
11689,2023-01-20 11:09:16.780078,191094452,0,-216,-461,665,-236,6,-63,0,0,0,1,191094448
11724,2023-01-20 11:09:16.880053,191194420,0,-180,-458,653,-236,6,-63,0,0,0,1,191194417
11756,2023-01-20 11:09:16.980055,191294417,0,-154,-458,663,-236,6,-63,0,0,0,1,191294413
11789,2023-01-20 11:09:17.080040,191394404,0,-121,-451,651,-236,6,-63,0,0,0,1,191394400
11820,2023-01-20 11:09:17.180048,191494415,0,-68,-423,651,-236,6,-63,0,0,0,1,191494411
11854,2023-01-20 11:09:17.280044,191594407,0,-38,-408,652,-236,6,-63,0,0,0,1,191594403
11884,2023-01-20 11:09:17.380084,191694440,0,-4,-383,654,-236,6,-63,0,0,0,1,191694436
11919,2023-01-20 11:09:17.480028,191794410,0,43,-335,636,-236,6,-63,0,0,0,1,191794406
11949,2023-01-20 11:09:17.579987,191894402,0,74,-309,623,-236,6,-63,0,0,0,1,191894398
11982,2023-01-20 11:09:17.680001,191994396,0,73,-269,623,-236,6,-63,0,0,0,1,191994392
12012,2023-01-20 11:09:17.780017,192094379,0,93,-232,629,-236,6,-63,0,0,0,1,192094375
12047,2023-01-20 11:09:17.880092,192194450,0,95,-194,618,-236,6,-63,0,0,0,1,192194446
12079,2023-01-20 11:09:17.980057,192294419,0,75,-172,658,-236,6,-63,0,0,0,1,192294415
12113,2023-01-20 11:09:18.080063,192394442,0,44,-158,680,-236,6,-63,0,0,0,1,192394438
12144,2023-01-20 11:09:18.180019,192494417,0,33,-131,725,-236,6,-63,0,0,0,1,192494413
12178,2023-01-20 11:09:18.272818,192594395,0,19,-126,721,-236,6,-63,0,0,0,1,192594392
12208,2023-01-20 11:09:18.363853,192694400,0,23,-123,755,-236,6,-63,0,0,0,1,192694396
12243,2023-01-20 11:09:18.460266,192794417,0,8,-123,759,-236,6,-63,0,0,0,1,192794413
12273,2023-01-20 11:09:18.560171,192894393,0,-15,-140,769,-236,6,-63,0,0,0,1,192894389
12307,2023-01-20 11:09:18.660182,192994432,0,-22,-161,786,-236,6,-63,0,0,0,1,192994429
12337,2023-01-20 11:09:18.760146,193094395,0,-18,-169,766,-236,6,-63,0,0,0,1,193094391
12372,2023-01-20 11:09:18.860128,193194410,0,-13,-186,776,-236,6,-63,0,0,0,1,193194406
12404,2023-01-20 11:09:18.960072,193294410,0,-13,-196,749,-236,6,-63,0,0,0,1,193294406
12437,2023-01-20 11:09:19.060046,193394392,0,-10,-209,746,-236,6,-63,0,0,0,1,193394388
12467,2023-01-20 11:09:19.160082,193494405,0,24,-202,722,-236,6,-63,0,0,0,1,193494401
12502,2023-01-20 11:09:19.260138,193594393,0,1,-210,737,-236,6,-63,0,0,0,1,193594390
12533,2023-01-20 11:09:19.360286,193694444,0,4,-205,738,-236,6,-63,0,0,0,1,193694441
12569,2023-01-20 11:09:19.460206,193794417,0,40,-191,710,-236,6,-63,0,0,0,1,193794413
12599,2023-01-20 11:09:19.560029,193894393,0,34,-201,693,-236,6,-63,0,0,0,1,193894389
12633,2023-01-20 11:09:19.659973,193994377,0,32,-203,701,-236,6,-63,0,0,0,1,193994373
12663,2023-01-20 11:09:19.760020,194094390,0,42,-202,698,-236,6,-63,0,0,0,1,194094387
12699,2023-01-20 11:09:19.860069,194194431,0,20,-208,718,-236,6,-63,0,0,0,1,194194428
12731,2023-01-20 11:09:19.960042,194294415,0,4,-216,706,-236,6,-63,0,0,0,1,194294411
12764,2023-01-20 11:09:20.060012,194394382,0,25,-217,713,-236,6,-63,0,0,0,1,194394378
12794,2023-01-20 11:09:20.160049,194494407,0,36,-221,701,-236,6,-63,0,0,0,1,194494404
12829,2023-01-20 11:09:20.260030,194594389,0,27,-227,715,-236,6,-63,0,0,0,1,194594386
12860,2023-01-20 11:09:20.360003,194694372,0,-14,-245,754,-236,6,-63,0,0,0,1,194694369
12895,2023-01-20 11:09:20.460019,194794405,0,41,-245,702,-236,6,-63,0,0,0,1,194794401
12927,2023-01-20 11:09:20.559991,194894400,0,82,-251,633,-236,6,-63,0,0,0,1,194894396
12961,2023-01-20 11:09:20.660041,194994446,0,61,-256,659,-236,6,-63,0,0,0,1,194994443
12991,2023-01-20 11:09:20.760009,195094393,0,37,-261,688,-236,6,-63,0,0,0,1,195094389
13026,2023-01-20 11:09:20.860018,195194395,0,31,-261,682,-236,6,-63,0,0,0,1,195194392
13058,2023-01-20 11:09:20.960027,195294406,0,37,-261,710,-236,6,-63,0,0,0,1,195294402
13092,2023-01-20 11:09:21.060019,195394398,0,25,-265,684,-236,6,-63,0,0,0,1,195394395
13122,2023-01-20 11:09:21.160015,195494392,0,15,-271,677,-236,6,-63,0,0,0,1,195494388
13157,2023-01-20 11:09:21.260030,195594406,0,32,-271,684,-236,6,-63,0,0,0,1,195594403
13188,2023-01-20 11:09:21.360073,195694449,0,40,-279,668,-236,6,-63,0,0,0,1,195694445
13223,2023-01-20 11:09:21.460009,195794413,0,36,-290,667,-236,6,-63,0,0,0,1,195794409
13253,2023-01-20 11:09:21.559951,195894401,0,12,-301,681,-236,6,-63,0,0,0,1,195894398
13287,2023-01-20 11:09:21.659960,195994398,0,35,-295,686,-236,6,-63,0,0,0,1,195994394
13317,2023-01-20 11:09:21.760008,196094395,0,9,-304,702,-236,6,-63,0,0,0,1,196094391
13352,2023-01-20 11:09:21.860045,196194414,0,0,-298,726,-236,6,-63,0,0,0,1,196194411
13384,2023-01-20 11:09:21.960090,196294463,0,41,-297,710,-236,6,-63,0,0,0,1,196294460
13418,2023-01-20 11:09:22.060014,196394401,0,20,-291,708,-236,6,-63,0,0,0,1,196394397
13448,2023-01-20 11:09:22.160000,196494408,0,29,-285,719,-236,6,-63,0,0,0,1,196494404
13483,2023-01-20 11:09:22.259985,196594389,0,21,-294,718,-236,6,-63,0,0,0,1,196594385
13514,2023-01-20 11:09:22.360014,196694399,0,3,-298,750,-236,6,-63,0,0,0,1,196694396
13549,2023-01-20 11:09:22.460020,196794412,0,-4,-308,750,-236,6,-63,0,0,0,1,196794408
13579,2023-01-20 11:09:22.559984,196894400,0,-2,-306,747,-236,6,-63,0,0,0,1,196894396
13613,2023-01-20 11:09:22.660033,196994445,0,7,-315,747,-236,6,-63,0,0,0,1,196994438
13643,2023-01-20 11:09:22.760014,197094402,0,14,-310,740,-236,6,-63,0,0,0,1,197094399
13678,2023-01-20 11:09:22.860024,197194400,0,6,-305,758,-236,6,-63,0,0,0,1,197194396
13710,2023-01-20 11:09:22.960039,197294412,0,-1,-315,730,-236,6,-63,0,0,0,1,197294408
13744,2023-01-20 11:09:23.060034,197394404,0,13,-320,713,-236,6,-63,0,0,0,1,197394400
13774,2023-01-20 11:09:23.160046,197494413,0,-34,-320,773,-236,6,-63,0,0,0,1,197494409
13809,2023-01-20 11:09:23.260065,197594436,0,-56,-317,799,-236,6,-63,0,0,0,1,197594433
13840,2023-01-20 11:09:23.360017,197694397,0,-45,-317,779,-236,6,-63,0,0,0,1,197694393
13875,2023-01-20 11:09:23.460027,197794419,0,-26,-315,750,-236,6,-63,0,0,0,1,197794415
13905,2023-01-20 11:09:23.559986,197894391,0,-35,-319,756,-236,6,-63,0,0,0,1,197894388
13939,2023-01-20 11:09:23.659995,197994391,0,1,-314,715,-236,6,-63,0,0,0,1,197994387
13969,2023-01-20 11:09:23.760025,198094398,0,6,-309,726,-236,6,-63,0,0,0,1,198094394
14004,2023-01-20 11:09:23.860029,198194397,0,-16,-312,734,-236,6,-63,0,0,0,1,198194393
14036,2023-01-20 11:09:23.960080,198294454,0,-9,-318,733,-236,6,-63,0,0,0,1,198294444
14070,2023-01-20 11:09:24.060007,198394396,0,1,-318,703,-236,6,-63,0,0,0,1,198394392
14100,2023-01-20 11:09:24.160003,198494411,0,-10,-314,718,-236,6,-63,0,0,0,1,198494407
14135,2023-01-20 11:09:24.259995,198594395,0,-18,-319,725,-236,6,-63,0,0,0,1,198594391
14166,2023-01-20 11:09:24.360018,198694392,0,-13,-319,720,-236,6,-63,0,0,0,1,198694388
14201,2023-01-20 11:09:24.460030,198794410,0,-4,-328,709,-236,6,-63,0,0,0,1,198794406
14232,2023-01-20 11:09:24.560028,198894437,0,-11,-326,696,-236,6,-63,0,0,0,1,198894433
14266,2023-01-20 11:09:24.659981,198994399,0,-5,-335,717,-236,6,-63,0,0,0,1,198994395
14296,2023-01-20 11:09:24.759985,199094397,0,-16,-335,690,-236,6,-63,0,0,0,1,199094393
14331,2023-01-20 11:09:24.859989,199194388,0,-5,-333,683,-236,6,-63,0,0,0,1,199194380
14363,2023-01-20 11:09:24.960037,199294417,0,-1,-335,667,-236,6,-63,0,0,0,1,199294413
14397,2023-01-20 11:09:25.060024,199394396,0,18,-329,671,-236,6,-63,0,0,0,1,199394392
14427,2023-01-20 11:09:25.160037,199494408,0,10,-326,667,-236,6,-63,0,0,0,1,199494404
14462,2023-01-20 11:09:25.260073,199594438,0,5,-327,662,-236,6,-63,0,0,0,1,199594435
14493,2023-01-20 11:09:25.360044,199694400,0,7,-326,680,-236,6,-63,0,0,0,1,199694396
14528,2023-01-20 11:09:25.460042,199794416,0,-6,-321,700,-236,6,-63,0,0,0,1,199794412
14560,2023-01-20 11:09:25.559978,199894389,0,8,-320,658,-236,6,-63,0,0,0,1,199894385
14594,2023-01-20 11:09:25.659985,199994394,0,1,-324,694,-236,6,-63,0,0,0,1,199994390
14624,2023-01-20 11:09:25.760011,200094395,0,21,-321,682,-236,6,-63,0,0,0,1,200094391
14659,2023-01-20 11:09:25.860189,200194559,0,44,-312,650,-236,6,-63,0,0,0,1,200194555
14691,2023-01-20 11:09:25.960051,200294415,0,36,-317,650,-236,6,-63,0,0,0,1,200294411
14725,2023-01-20 11:09:26.060020,200394398,0,-11,-322,697,-236,6,-63,0,0,0,1,200394394
14755,2023-01-20 11:09:26.160004,200494408,0,0,-313,687,-236,6,-63,0,0,0,1,200494404
14790,2023-01-20 11:09:26.259992,200594391,0,-11,-317,717,-236,6,-63,0,0,0,1,200594387
14821,2023-01-20 11:09:26.360021,200694394,0,-20,-311,754,-236,6,-63,0,0,0,1,200694391
14856,2023-01-20 11:09:26.460042,200794423,0,-35,-321,746,-236,6,-63,0,0,0,1,200794419
14886,2023-01-20 11:09:26.560034,200894445,0,-38,-328,738,-236,6,-63,0,0,0,1,200894441
14920,2023-01-20 11:09:26.659971,200994392,0,-35,-327,735,-236,6,-63,0,0,0,1,200994388
14950,2023-01-20 11:09:26.759983,201094401,0,-48,-317,763,-236,6,-63,0,0,0,1,201094397
14985,2023-01-20 11:09:26.859997,201194395,0,-44,-324,760,-236,6,-63,0,0,0,1,201194391
15017,2023-01-20 11:09:26.960043,201294410,0,-63,-329,768,-236,6,-63,0,0,0,1,201294407
15051,2023-01-20 11:09:27.060043,201394404,0,-54,-330,781,-236,6,-63,0,0,0,1,201394400
15081,2023-01-20 11:09:27.160097,201494467,0,-48,-317,764,-236,6,-63,0,0,0,1,201494464
15116,2023-01-20 11:09:27.260007,201594388,0,-40,-327,745,-236,6,-63,0,0,0,1,201594385
15147,2023-01-20 11:09:27.360013,201694405,0,-11,-330,706,-236,6,-63,0,0,0,1,201694401
15182,2023-01-20 11:09:27.460028,201794419,0,-8,-333,695,-236,6,-63,0,0,0,1,201794415
15212,2023-01-20 11:09:27.560023,201894405,0,0,-329,680,-236,6,-63,0,0,0,1,201894401
15246,2023-01-20 11:09:27.660033,201994408,0,-7,-331,701,-236,6,-63,0,0,0,1,201994404
15276,2023-01-20 11:09:27.760036,202094406,0,-2,-333,692,-236,6,-63,0,0,0,1,202094402
15311,2023-01-20 11:09:27.860228,202194595,0,3,-342,679,-236,6,-63,0,0,0,1,202194591
15343,2023-01-20 11:09:27.960052,202294419,0,15,-338,659,-236,6,-63,0,0,0,1,202294415
15377,2023-01-20 11:09:28.060035,202394398,0,-6,-338,696,-236,6,-63,0,0,0,1,202394394
15407,2023-01-20 11:09:28.160048,202494404,0,1,-332,696,-236,6,-63,0,0,0,1,202494400
15442,2023-01-20 11:09:28.260041,202594399,0,31,-332,645,-236,6,-63,0,0,0,1,202594395
15473,2023-01-20 11:09:28.360043,202694406,0,47,-339,615,-236,6,-63,0,0,0,1,202694402
15508,2023-01-20 11:09:28.454647,202794466,0,36,-334,633,-236,6,-63,0,0,0,1,202794462
15538,2023-01-20 11:09:28.545504,202894389,0,18,-334,651,-236,6,-63,0,0,0,1,202894385
15572,2023-01-20 11:09:28.640072,202994394,0,70,-335,613,-236,6,-63,0,0,0,1,202994390
15602,2023-01-20 11:09:28.740082,203094403,0,57,-337,630,-236,6,-63,0,0,0,1,203094395
15637,2023-01-20 11:09:28.840067,203194388,0,16,-326,680,-236,6,-63,0,0,0,1,203194385
15669,2023-01-20 11:09:28.940091,203294413,0,0,-330,696,-236,6,-63,0,0,0,1,203294409
15703,2023-01-20 11:09:29.040061,203394382,0,-3,-333,706,-236,6,-63,0,0,0,1,203394374
15733,2023-01-20 11:09:29.140134,203494449,0,12,-332,670,-236,6,-63,0,0,0,1,203494445
15768,2023-01-20 11:09:29.240070,203594391,0,9,-338,683,-236,6,-63,0,0,0,1,203594388
15799,2023-01-20 11:09:29.340055,203694401,0,2,-329,693,-236,6,-63,0,0,0,1,203694397
15834,2023-01-20 11:09:29.440041,203794408,0,-22,-342,710,-236,6,-63,0,0,0,1,203794405
15864,2023-01-20 11:09:29.540029,203894411,0,-8,-342,704,-236,6,-63,0,0,0,1,203894407
15899,2023-01-20 11:09:29.640045,203994392,0,-14,-341,687,-236,6,-63,0,0,0,1,203994388
15929,2023-01-20 11:09:29.740217,204094453,0,-27,-341,691,-236,6,-63,0,0,0,1,204094449
15965,2023-01-20 11:09:29.840191,204194389,0,-32,-342,712,-236,6,-63,0,0,0,1,204194385
15998,2023-01-20 11:09:29.940153,204294421,0,-60,-346,753,-236,6,-63,0,0,0,1,204294417
16031,2023-01-20 11:09:30.040068,204394396,0,-48,-356,732,-236,6,-63,0,0,0,1,204394392
16061,2023-01-20 11:09:30.140036,204494409,0,-34,-349,719,-236,6,-63,0,0,0,1,204494405
16096,2023-01-20 11:09:30.240004,204594398,0,-32,-354,718,-236,6,-63,0,0,0,1,204594395
16127,2023-01-20 11:09:30.340019,204694397,0,-43,-358,725,-236,6,-63,0,0,0,1,204694394
16162,2023-01-20 11:09:30.440082,204794458,0,-45,-359,712,-236,6,-63,0,0,0,1,204794454
16194,2023-01-20 11:09:30.540019,204894414,0,-43,-358,709,-236,6,-63,0,0,0,1,204894410
16228,2023-01-20 11:09:30.639997,204994405,0,-41,-349,717,-236,6,-63,0,0,0,1,204994402
16258,2023-01-20 11:09:30.739986,205094400,0,-72,-360,737,-236,6,-63,0,0,0,1,205094397
16293,2023-01-20 11:09:30.839990,205194393,0,-44,-352,732,-236,6,-63,0,0,0,1,205194389
16349,2023-01-20 11:09:30.940058,205294426,0,-77,-353,746,-236,6,-63,0,0,0,1,205294422
16402,2023-01-20 11:09:31.040093,205394443,0,-65,-363,738,-236,6,-63,0,0,0,1,205394439
16432,2023-01-20 11:09:31.140056,205494412,0,-59,-368,724,-236,6,-63,0,0,0,1,205494408
16466,2023-01-20 11:09:31.240049,205594412,0,-58,-363,724,-236,6,-63,0,0,0,1,205594408
16497,2023-01-20 11:09:31.340027,205694397,0,-54,-362,711,-236,6,-63,0,0,0,1,205694393
16532,2023-01-20 11:09:31.440024,205794406,0,-38,-359,714,-236,6,-63,0,0,0,1,205794403
16562,2023-01-20 11:09:31.540008,205894406,0,-2,-364,646,-236,6,-63,0,0,0,1,205894403
16596,2023-01-20 11:09:31.640004,205994404,0,6,-359,643,-236,6,-63,0,0,0,1,205994400
16626,2023-01-20 11:09:31.740058,206094438,0,-47,-367,703,-236,6,-63,0,0,0,1,206094435
16661,2023-01-20 11:09:31.840024,206194391,0,-50,-356,735,-236,6,-63,0,0,0,1,206194387
16694,2023-01-20 11:09:31.940047,206294411,0,-53,-363,723,-236,6,-63,0,0,0,1,206294407
16727,2023-01-20 11:09:32.040030,206394391,0,-30,-349,687,-236,6,-63,0,0,0,1,206394387
16757,2023-01-20 11:09:32.140049,206494409,0,4,-358,651,-236,6,-63,0,0,0,1,206494405
16792,2023-01-20 11:09:32.240023,206594386,0,-10,-363,648,-236,6,-63,0,0,0,1,206594382
16823,2023-01-20 11:09:32.340056,206694425,0,-27,-357,696,-236,6,-63,0,0,0,1,206694421
16858,2023-01-20 11:09:32.440032,206794413,0,-56,-361,729,-236,6,-63,0,0,0,1,206794410
16888,2023-01-20 11:09:32.539991,206894392,0,-49,-362,725,-236,6,-63,0,0,0,1,206894388
16922,2023-01-20 11:09:32.639973,206994387,0,-38,-355,714,-236,6,-63,0,0,0,1,206994383
16952,2023-01-20 11:09:32.739974,207094390,0,-40,-368,699,-236,6,-63,0,0,0,1,207094386
16987,2023-01-20 11:09:32.839992,207194398,0,-36,-363,707,-236,6,-63,0,0,0,1,207194394
17020,2023-01-20 11:09:32.940041,207294418,0,-56,-364,709,-236,6,-63,0,0,0,1,207294414
17053,2023-01-20 11:09:33.040082,207394441,0,-25,-357,689,-236,6,-63,0,0,0,1,207394437
17083,2023-01-20 11:09:33.140074,207494432,0,-37,-362,691,-236,6,-63,0,0,0,1,207494429
17118,2023-01-20 11:09:33.240022,207594392,0,-50,-352,719,-236,6,-63,0,0,0,1,207594388
17149,2023-01-20 11:09:33.339995,207694397,0,-59,-363,723,-236,6,-63,0,0,0,1,207694393
17184,2023-01-20 11:09:33.439990,207794411,0,-48,-364,716,-236,6,-63,0,0,0,1,207794408
17214,2023-01-20 11:09:33.539975,207894394,0,-60,-366,725,-236,6,-63,0,0,0,1,207894390
17248,2023-01-20 11:09:33.640037,207994446,0,-61,-371,722,-236,6,-63,0,0,0,1,207994443
17278,2023-01-20 11:09:33.740006,208094393,0,-54,-366,704,-236,6,-63,0,0,0,1,208094389
17313,2023-01-20 11:09:33.840087,208194457,0,-35,-362,690,-236,6,-63,0,0,0,1,208194453
17346,2023-01-20 11:09:33.940039,208294402,0,-46,-368,697,-236,6,-63,0,0,0,1,208294399
17379,2023-01-20 11:09:34.040032,208394390,0,-49,-360,710,-236,6,-63,0,0,0,1,208394386
17409,2023-01-20 11:09:34.140060,208494416,0,-46,-355,719,-236,6,-63,0,0,0,1,208494411
17444,2023-01-20 11:09:34.240052,208594407,0,-65,-368,709,-236,6,-63,0,0,0,1,208594403
17475,2023-01-20 11:09:34.340076,208694432,0,-47,-356,715,-236,6,-63,0,0,0,1,208694428
17510,2023-01-20 11:09:34.440052,208794418,0,-47,-361,723,-236,6,-63,0,0,0,1,208794414
17540,2023-01-20 11:09:34.540011,208894402,0,-43,-355,719,-236,6,-63,0,0,0,1,208894399
17574,2023-01-20 11:09:34.640006,208994403,0,-47,-367,700,-236,6,-63,0,0,0,1,208994400
17605,2023-01-20 11:09:34.740029,209094407,0,-53,-362,707,-236,6,-63,0,0,0,1,209094403
17640,2023-01-20 11:09:34.840028,209194393,0,-47,-360,715,-236,6,-63,0,0,0,1,209194389
17673,2023-01-20 11:09:34.940090,209294451,0,-62,-358,720,-236,6,-63,0,0,0,1,209294447
17706,2023-01-20 11:09:35.040035,209394393,0,-45,-350,712,-236,6,-63,0,0,0,1,209394389
17736,2023-01-20 11:09:35.140062,209494421,0,-17,-360,680,-236,6,-63,0,0,0,1,209494417
17771,2023-01-20 11:09:35.240025,209594397,0,-34,-354,696,-236,6,-63,0,0,0,1,209594394
17802,2023-01-20 11:09:35.339986,209694388,0,-39,-357,717,-236,6,-63,0,0,0,1,209694384
17837,2023-01-20 11:09:35.440004,209794417,0,-62,-360,730,-236,6,-63,0,0,0,1,209794414
17869,2023-01-20 11:09:35.539998,209894393,0,-72,-359,731,-236,6,-63,0,0,0,1,209894390
17903,2023-01-20 11:09:35.640048,209994430,0,-75,-366,744,-236,6,-63,0,0,0,1,209994426
17933,2023-01-20 11:09:35.740034,210094407,0,-58,-356,710,-236,6,-63,0,0,0,1,210094404
17968,2023-01-20 11:09:35.840079,210194453,0,-59,-362,715,-236,6,-63,0,0,0,1,210194449
18001,2023-01-20 11:09:35.940013,210294403,0,-62,-359,730,-236,6,-63,0,0,0,1,210294399
18034,2023-01-20 11:09:36.040014,210394404,0,-84,-359,745,-236,6,-63,0,0,0,1,210394401
18064,2023-01-20 11:09:36.140052,210494419,0,-75,-366,741,-236,6,-63,0,0,0,1,210494415
18099,2023-01-20 11:09:36.240039,210594392,0,-87,-361,747,-236,6,-63,0,0,0,1,210594388
18130,2023-01-20 11:09:36.340063,210694416,0,-97,-367,751,-236,6,-63,0,0,0,1,210694413
18165,2023-01-20 11:09:36.436467,210794436,0,-78,-359,753,-236,6,-63,0,0,0,1,210794432
18195,2023-01-20 11:09:36.527416,210894402,0,-66,-355,749,-236,6,-63,0,0,0,1,210894398
18229,2023-01-20 11:09:36.620213,210994394,0,-81,-361,754,-236,6,-63,0,0,0,1,210994391
18259,2023-01-20 11:09:36.720226,211094404,0,-81,-362,774,-236,6,-63,0,0,0,1,211094400
18294,2023-01-20 11:09:36.820221,211194393,0,-83,-358,755,-236,6,-63,0,0,0,1,211194389
18327,2023-01-20 11:09:36.920308,211294466,0,-82,-364,749,-236,6,-63,0,0,0,1,211294462
18360,2023-01-20 11:09:37.020245,211394395,0,-78,-369,758,-236,6,-63,0,0,0,1,211394391
18390,2023-01-20 11:09:37.120235,211494402,0,-65,-369,733,-236,6,-63,0,0,0,1,211494399
18425,2023-01-20 11:09:37.220202,211594389,0,-64,-368,733,-236,6,-63,0,0,0,1,211594385
18456,2023-01-20 11:09:37.320180,211694399,0,-64,-372,716,-236,6,-63,0,0,0,1,211694395
18491,2023-01-20 11:09:37.422396,211794419,0,-57,-376,727,-236,6,-63,0,0,0,1,211794415
18521,2023-01-20 11:09:37.533394,211894403,0,-38,-369,711,-236,6,-63,0,0,0,1,211894399
18555,2023-01-20 11:09:37.636407,211994439,0,-63,-376,711,-236,6,-63,0,0,0,1,211994435
18585,2023-01-20 11:09:37.727315,212094415,0,-61,-371,725,-236,6,-63,0,0,0,1,212094412
18620,2023-01-20 11:09:37.820103,212194449,0,-51,-369,722,-236,6,-63,0,0,0,1,212194445
18653,2023-01-20 11:09:37.920080,212294408,0,-36,-376,705,-236,6,-63,0,0,0,1,212294405
18686,2023-01-20 11:09:38.020095,212394411,0,-41,-380,713,-236,6,-63,0,0,0,1,212394407
18716,2023-01-20 11:09:38.120086,212494414,0,-65,-381,722,-236,6,-63,0,0,0,1,212494407
18751,2023-01-20 11:09:38.220104,212594444,0,-62,-374,722,-236,6,-63,0,0,0,1,212594440
18782,2023-01-20 11:09:38.320047,212694404,0,-67,-388,730,-236,6,-63,0,0,0,1,212694401
18817,2023-01-20 11:09:38.420043,212794416,0,-53,-390,713,-236,6,-63,0,0,0,1,212794413
18847,2023-01-20 11:09:38.520010,212894399,0,-54,-380,708,-236,6,-63,0,0,0,1,212894395
18881,2023-01-20 11:09:38.620005,212994404,0,-47,-382,700,-236,6,-63,0,0,0,1,212994400
18911,2023-01-20 11:09:38.720030,213094416,0,-40,-378,705,-236,6,-63,0,0,0,1,213094413
18946,2023-01-20 11:09:38.820027,213194401,0,-36,-376,690,-236,6,-63,0,0,0,1,213194398
18979,2023-01-20 11:09:38.920092,213294454,0,-50,-374,692,-236,6,-63,0,0,0,1,213294451
19012,2023-01-20 11:09:39.020046,213394400,0,-36,-378,699,-236,6,-63,0,0,0,1,213394396
19042,2023-01-20 11:09:39.120050,213494408,0,-47,-380,700,-236,6,-63,0,0,0,1,213494404
19077,2023-01-20 11:09:39.220026,213594393,0,-47,-379,709,-236,6,-63,0,0,0,1,213594389
